frequency_hz,reactance_ohm,true_glucose_mg_dl,source
31197.345819126193,-19900.09058823529,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
32054.008882605933,-20118.509411764702,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
32934.195473009575,-20336.928235294115,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
33838.551534282335,-20555.347058823514,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
34767.74074765777,-20773.765882352927,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
35722.44501871464,-20992.18470588234,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
36703.36497780801,-21210.603529411754,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
37711.220494241956,-21429.022352941167,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
38746.75120456128,-21647.44117647058,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
39810.71705534969,-21865.85999999998,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
40903.89886093306,-22084.278823529392,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
42027.09887639687,-22302.697647058805,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
43181.14138633846,-22521.11647058822,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
44366.87330978607,-22739.53529411763,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
45585.16482172865,-22957.954117647045,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
46836.90999171263,-23176.372941176458,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
48123.02743997411,-23394.791764705857,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
49444.4610115882,-23613.21058823527,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
50802.180469130224,-23831.629411764698,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
52197.18220435652,-24050.04823529411,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
53630.48996942866,-24268.467058823524,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
55103.15562821569,-24486.885882352937,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
56616.25992822727,-24705.30470588235,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
58170.91329374358,-24923.72352941175,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
59768.25664072413,-25142.142352941162,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
61409.46221409365,-25360.561176470575,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
63095.7344480193,-25578.97999999999,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
64828.310849810725,-25797.398823529402,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
66608.46290809155,-26015.817647058815,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
68437.49702590884,-26234.236470588243,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
70316.75547946477,-26452.65529411764,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
72247.61740317574,-26671.074117647055,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
74231.49980177943,-26889.492941176468,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
76269.85859023452,-27107.91176470588,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
78364.18966217527,-27326.330588235294,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
80516.02998770546,-27544.749411764707,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
82726.95874133706,-27763.16823529412,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
84998.59846090154,-27981.58705882352,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
87332.61623828438,-28200.005882352933,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
89730.72494285637,-28418.424705882346,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
92194.68447849993,-28636.84352941176,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
94726.30307515245,-28855.262352941172,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
97327.43861581504,-29073.681176470585,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
100000.0,-29292.1,150.0,"Omprakash et al. 2020 TSIJ Table 2 (150 mg/dL, X=b+m*log10(f))"
